LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1760384804.287473,670100.000,42669,1,HR,1,100,37.68
1760384879.211083,745026.000,54737,1,HR,1,100,29.49
1760384919.125809,784942.000,61201,1,HR,1,100,23.27
1760384925.458607,791275.000,62233,1,HR,1,100,20.21
