LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,HR
1760381148.560313,453447.000,7390,1,HR,1,100,100.22
1760381149.320319,454207.000,7505,1,HR,1,100,95.49
1760381149.880323,454767.000,7606,1,HR,1,100,98.08
1760381150.480328,455367.000,7707,1,HR,1,100,98.51
1760381151.120333,456007.000,7805,1,HR,1,100,97.45
1760381151.760338,456647.000,7906,1,HR,1,100,96.63
1760381152.360343,457247.000,8012,1,HR,1,100,97.38
1760381153.040348,457927.000,8130,1,HR,1,100,95.35
1760381153.733354,458620.000,8245,1,HR,1,100,93.77
1760381154.333359,459220.000,8345,1,HR,1,100,95.15
1760381155.053364,459940.000,8464,1,HR,1,100,92.52
1760381155.693369,460580.000,8563,1,HR,1,100,92.80
1760381156.293374,461180.000,8664,1,HR,1,100,94.40
1760381156.933379,461820.000,8764,1,HR,1,100,94.25
1760381157.573384,462460.000,8887,1,HR,1,100,94.14
1760381158.252389,463139.000,8986,1,HR,1,100,92.83
1760381159.012395,463899.000,9119,1,HR,1,100,89.74
1760381159.932402,464819.000,9268,1,HR,1,100,84.29
1760381160.812409,465699.000,9417,1,HR,1,100,80.71
1760381161.572415,466459.000,9535,1,HR,1,100,80.32
1760381162.372422,467259.000,9669,1,HR,1,100,79.14
1760381163.025427,467912.000,9773,1,HR,1,100,82.39
1760381163.785433,468672.000,9905,1,HR,1,100,81.62
1760381164.425438,469312.000,10006,1,HR,1,100,84.32
1760381165.065443,469952.000,10121,1,HR,1,100,86.41
1760381165.785448,470672.000,10238,1,HR,1,100,85.73
1760381166.465454,471352.000,10338,1,HR,1,100,86.29
1760381167.145459,472032.000,10455,1,HR,1,100,86.72
1760381167.745464,472632.000,10561,1,HR,1,100,89.67
1760381168.465469,473352.000,10677,1,HR,1,100,88.26
1760381169.225476,474112.000,10810,1,HR,1,100,86.19
1760381169.945481,474832.000,10927,1,HR,1,100,85.56
1760381170.825488,475712.000,11059,1,HR,1,100,81.70
1760381171.598494,476485.000,11192,1,HR,1,100,81.08
