LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760384806.238411,672051.000,43013,1,BV,1,100,3.68
1760384811.238252,677051.000,43804,1,BV,1,100,3.68
1760384816.237092,682050.000,44611,1,BV,1,100,3.68
1760384821.236933,687050.000,45420,1,BV,1,100,3.69
1760384826.235773,692049.000,46226,1,BV,1,100,3.69
1760384831.235614,697049.000,47034,1,BV,1,100,3.68
1760384836.234454,702048.000,47842,1,BV,1,100,3.68
1760384841.234295,707048.000,48633,1,BV,1,100,3.68
1760384846.233135,712047.000,49439,1,BV,1,100,3.68
1760384851.232975,717047.000,50248,1,BV,1,100,3.69
1760384856.231816,722046.000,51057,1,BV,1,100,3.69
1760384861.231657,727046.000,51863,1,BV,1,100,3.68
1760384866.230497,732045.000,52672,1,BV,1,100,3.68
1760384871.230338,737045.000,53478,1,BV,1,100,3.69
1760384876.229178,742044.000,54269,1,BV,1,100,3.68
1760384881.229018,747044.000,55080,1,BV,1,100,3.68
1760384886.227859,752043.000,55886,1,BV,1,100,3.68
1760384891.227700,757043.000,56695,1,BV,1,100,3.68
1760384896.227540,762043.000,57503,1,BV,1,100,3.68
1760384901.226380,767042.000,58307,1,BV,1,100,3.68
1760384906.225221,772041.000,59117,1,BV,1,100,3.68
1760384911.225061,777041.000,59908,1,BV,1,100,3.68
1760384916.223902,782040.000,60732,1,BV,1,100,3.68
1760384921.223742,787040.000,61558,1,BV,1,100,3.68
1760384926.222583,792039.000,62385,1,BV,1,100,3.68
