LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,SA
1760381695.651987,1000538.000,32720,1,SA,1,100,0.000290
1760381695.985980,1000872.000,32789,1,SA,1,100,0.000243
1760381696.251975,1001138.000,32823,1,SA,1,100,0.000089
1760381696.584969,1001471.000,32875,1,SA,1,100,0.000507
1760381696.851964,1001738.000,32910,1,SA,1,100,0.000113
1760381697.184958,1002071.000,32981,1,SA,1,100,0.000484
1760381697.718948,1002605.000,33084,1,SA,1,100,0.000665
1760381698.051942,1002938.000,33118,1,SA,1,100,0.000222
1760381698.384936,1003271.000,33188,1,SA,1,100,0.000582
1760381699.051924,1003938.000,33290,1,SA,1,100,0.000119
1760381699.251920,1004138.000,33325,1,SA,1,100,0.000252
1760381699.650912,1004537.000,33384,1,SA,1,100,0.000401
1760381700.250901,1005137.000,33486,1,SA,1,100,0.000403
1760381700.450897,1005337.000,33537,1,SA,1,100,0.000372
1760381701.051886,1005938.000,33623,1,SA,1,100,0.000177
1760381701.451879,1006338.000,33690,1,SA,1,100,0.000351
1760381701.651875,1006538.000,33743,1,SA,1,100,0.000398
1760381702.051868,1006938.000,33799,1,SA,1,100,0.000443
1760381702.251864,1007138.000,33832,1,SA,1,100,0.000140
1760381702.583858,1007470.000,33902,1,SA,1,100,0.000855
1760381702.851853,1007738.000,33937,1,SA,1,100,0.000482
1760381703.250845,1008137.000,34006,1,SA,1,100,0.000600
1760381703.450842,1008337.000,34040,1,SA,1,100,0.000285
1760381703.784836,1008671.000,34109,1,SA,1,100,0.000777
1760381704.050831,1008937.000,34145,1,SA,1,100,0.000422
1760381704.450823,1009337.000,34214,1,SA,1,100,0.000736
1760381704.650820,1009537.000,34239,1,SA,1,100,0.000229
1760381705.050812,1009937.000,34324,1,SA,1,100,0.000273
1760381705.316807,1010203.000,34358,1,SA,1,100,0.000117
1760381706.250790,1011137.000,34511,1,SA,1,100,0.000610
1760381706.450786,1011337.000,34547,1,SA,1,100,0.000431
1760381707.450768,1012337.000,34715,1,SA,1,100,0.000251
1760381707.716763,1012603.000,34753,1,SA,1,100,0.000193
1760381708.050756,1012937.000,34822,1,SA,1,100,0.000484
1760381708.649745,1013536.000,34922,1,SA,1,100,0.000600
1760381708.849741,1013736.000,34956,1,SA,1,100,0.000490
1760381709.249734,1014136.000,35006,1,SA,1,100,0.000636
1760381709.449730,1014336.000,35061,1,SA,1,100,0.000159
1760381709.850723,1014737.000,35116,1,SA,1,100,0.000399
1760381710.050719,1014937.000,35172,1,SA,1,100,0.000602
1760381710.649708,1015536.000,35257,1,SA,1,100,0.000479
1760381711.049701,1015936.000,35324,1,SA,1,100,0.000270
1760381711.316696,1016203.000,35379,1,SA,1,100,0.000255
1760381711.916685,1016803.000,35462,1,SA,1,100,0.000181
1760381712.249678,1017136.000,35533,1,SA,1,100,0.000525
1760381712.516674,1017403.000,35567,1,SA,1,100,0.000262
1760381712.716670,1017603.000,35602,1,SA,1,100,0.000116
1760381712.916666,1017803.000,35638,1,SA,1,100,0.000046
1760381713.382658,1018269.000,35739,1,SA,1,100,0.000440
1760381713.716651,1018603.000,35773,1,SA,1,100,0.000071
1760381714.649634,1019536.000,35925,1,SA,1,100,0.000505
1760381714.849630,1019736.000,35967,1,SA,1,100,0.000508
1760381715.249623,1020136.000,36037,1,SA,1,100,0.000347
1760381715.783613,1020670.000,36139,1,SA,1,100,0.000830
1760381716.049608,1020936.000,36156,1,SA,1,100,0.000506
1760381716.649597,1021536.000,36259,1,SA,1,100,0.000267
1760381716.982591,1021869.000,36347,1,SA,1,100,0.000839
1760381717.316584,1022203.000,36381,1,SA,1,100,0.000237
1760381717.649578,1022536.000,36450,1,SA,1,100,0.000651
1760381719.715540,1024602.000,36784,1,SA,1,100,0.000062
1760381720.049534,1024936.000,36843,1,SA,1,100,0.000438
1760381720.582524,1025469.000,36928,1,SA,1,100,0.000738
1760381720.848519,1025735.000,36979,1,SA,1,100,0.000585
1760381722.115495,1027002.000,37183,1,SA,1,100,0.000037
1760381722.981479,1027868.000,37337,1,SA,1,100,0.000803
1760381723.249474,1028136.000,37387,1,SA,1,100,0.000682
1760381723.649467,1028536.000,37442,1,SA,1,100,0.000695
1760381723.849463,1028736.000,37475,1,SA,1,100,0.000212
1760381724.248456,1029135.000,37542,1,SA,1,100,0.000665
1760381724.448452,1029335.000,37578,1,SA,1,100,0.000636
1760381725.114440,1030001.000,37684,1,SA,1,100,0.000043
1760381725.448433,1030335.000,37736,1,SA,1,100,0.000690
1760381725.648430,1030535.000,37787,1,SA,1,100,0.000432
1760381726.714410,1031601.000,37957,1,SA,1,100,0.000043
1760381726.914406,1031801.000,37993,1,SA,1,100,0.000263
1760381727.314399,1032201.000,38047,1,SA,1,100,0.000199
1760381727.514395,1032401.000,38080,1,SA,1,100,0.000178
1760381727.914388,1032801.000,38149,1,SA,1,100,0.000130
1760381728.114384,1033001.000,38185,1,SA,1,100,0.000382
1760381728.514377,1033401.000,38254,1,SA,1,100,0.000081
