LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1760384361.284607,227096.000,35234,1,B%,1,100,46
1760384366.284517,232096.000,36085,1,B%,1,100,46
1760384371.283427,237095.000,36942,1,B%,1,100,46
1760384376.282337,242094.000,37764,1,B%,1,100,47
1760384381.282247,247094.000,38615,1,B%,1,100,45
1760384386.281157,252093.000,39460,1,B%,1,100,46
1760384391.281067,257093.000,40297,1,B%,1,100,45
1760384396.279977,262092.000,41133,1,B%,1,100,46
1760384401.279887,267092.000,41969,1,B%,1,100,45
1760384406.278797,272091.000,42817,1,B%,1,100,46
1760384411.278707,277091.000,43640,1,B%,1,100,45
1760384416.277617,282090.000,44474,1,B%,1,100,44
1760384421.277527,287090.000,45304,1,B%,1,100,44
1760384426.276437,292089.000,46144,1,B%,1,100,45
1760384431.276347,297089.000,46980,1,B%,1,100,44
1760384436.275257,302088.000,47823,1,B%,1,100,44
1760384441.275167,307088.000,48641,1,B%,1,100,45
1760384446.274077,312087.000,49478,1,B%,1,100,45
1760384451.273987,317087.000,50312,1,B%,1,100,45
1760384456.273897,322087.000,51150,1,B%,1,100,44
1760384461.272807,327086.000,51990,1,B%,1,100,45
1760384466.271717,332085.000,52811,1,B%,1,100,45
1760384471.271627,337085.000,53655,1,B%,1,100,45
1760384476.270537,342084.000,54499,1,B%,1,100,44
1760384481.270447,347084.000,55333,1,B%,1,100,44
1760384486.269357,352083.000,56176,1,B%,1,100,44
