LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,BV
1760382021.984614,1326871.000,21971,1,BV,1,100,3.76
1760382026.984739,1331871.000,22793,1,BV,1,100,3.76
1760382031.983864,1336870.000,23606,1,BV,1,100,3.76
1760382036.983989,1341870.000,24425,1,BV,1,100,3.76
1760382041.983114,1346869.000,25244,1,BV,1,100,3.76
1760382046.983239,1351869.000,26063,1,BV,1,100,3.76
1760382051.982365,1356868.000,26885,1,BV,1,100,3.75
1760382056.982490,1361868.000,27721,1,BV,1,100,3.76
1760382061.981615,1366867.000,28540,1,BV,1,100,3.76
1760382066.981740,1371867.000,29357,1,BV,1,100,3.76
1760382071.980865,1376866.000,30180,1,BV,1,100,3.76
1760382076.980990,1381866.000,31016,1,BV,1,100,3.75
1760382081.980115,1386865.000,31836,1,BV,1,100,3.75
1760382086.980240,1391865.000,32655,1,BV,1,100,3.76
1760382091.979365,1396864.000,33476,1,BV,1,100,3.75
1760382096.979490,1401864.000,34296,1,BV,1,100,3.75
1760382101.978615,1406863.000,35116,1,BV,1,100,3.75
1760382106.978740,1411863.000,35919,1,BV,1,100,3.75
1760382111.977865,1416862.000,36739,1,BV,1,100,3.76
1760382116.977990,1421862.000,37561,1,BV,1,100,3.75
1760382121.977115,1426861.000,38381,1,BV,1,100,3.75
1760382126.977241,1431861.000,39204,1,BV,1,100,3.74
1760382131.976366,1436860.000,40006,1,BV,1,100,3.75
1760382136.976491,1441860.000,40825,1,BV,1,100,3.75
1760382141.975616,1446859.000,41645,1,BV,1,100,3.75
