LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AK
1760381627.919244,932804,21114,2,AK,1,100,20286,RD
1760381627.974242,932859,21117,2,AK,1,100,21115,RD
1760381633.028149,937913,21978,2,AK,1,100,21115,RD
1760381633.074148,937959,21981,2,AK,1,100,21979,RD
1760381638.141054,943026,22843,2,AK,1,100,21979,RD
1760381638.173053,943058,22846,2,AK,1,100,22844,RD
1760381643.247959,948133,23707,2,AK,1,100,22844,RD
1760381643.263959,948149,23710,2,AK,1,100,23708,RD
1760381648.372864,953258,24592,2,AK,1,100,23708,RD
1760381648.386864,953272,24595,2,AK,1,100,24593,RD
1760381653.480769,958366,25456,2,AK,1,100,24593,RD
1760381653.491769,958377,25459,2,AK,1,100,25457,RD
1760381658.592674,963478,26331,2,AK,1,100,25457,RD
1760381658.619674,963505,26334,2,AK,1,100,26332,RD
1760381663.739579,968625,27218,2,AK,1,100,26332,RD
1760381663.765578,968651,27221,2,AK,1,100,27219,RD
1760381668.846484,973732,28089,2,AK,1,100,27219,RD
1760381668.859484,973745,28092,2,AK,1,100,28090,RD
1760381673.989388,978875,28978,2,AK,1,100,28090,RD
1760381674.006388,978892,28981,2,AK,1,100,28979,RD
1760381679.097294,983983,29851,2,AK,1,100,28979,RD
1760381679.112293,983998,29854,2,AK,1,100,29852,RD
1760381684.236198,989122,30739,2,AK,1,100,29852,RD
1760381684.272198,989158,30742,2,AK,1,100,30740,RD
1760381689.343104,994229,31605,2,AK,1,100,30740,RD
1760381689.357103,994243,31608,2,AK,1,100,31606,RD
1760381694.485008,999371,32491,2,AK,1,100,31606,RD
1760381694.499008,999385,32494,2,AK,1,100,32492,RD
1760381699.595913,1004482,33360,2,AK,1,100,32492,RD
1760381699.614913,1004501,33363,2,AK,1,100,33361,RD
1760381704.714818,1009601,34233,2,AK,1,100,33361,RD
1760381704.732818,1009619,34236,2,AK,1,100,34234,RD
1760381709.834723,1014721,35095,2,AK,1,100,34234,RD
1760381709.851723,1014738,35098,2,AK,1,100,35096,RD
1760381714.964628,1019851,35960,2,AK,1,100,35096,RD
1760381715.053627,1019940,35963,2,AK,1,100,35961,RD
1760381720.073533,1024960,36819,2,AK,1,100,35961,RD
1760381720.097533,1024984,36822,2,AK,1,100,36820,RD
1760381725.205438,1030092,37679,2,AK,1,100,36820,RD
1760381725.253437,1030140,37682,2,AK,1,100,37680,RD
1760381730.322343,1035209,38548,2,AK,1,100,37680,RD
1760381730.346343,1035233,38551,2,AK,1,100,38549,RD
1760381735.436248,1040323,39418,2,AK,1,100,38549,RD
1760381735.451248,1040338,39421,2,AK,1,100,39419,RD
1760381740.559153,1045446,40279,2,AK,1,100,39419,RD
1760381740.569153,1045456,40282,2,AK,1,100,40280,RD
1760381745.670058,1050557,41146,2,AK,1,100,40280,RD
1760381745.690058,1050577,41149,2,AK,1,100,41147,RD
1760381750.795963,1055683,42002,2,AK,1,100,41147,RD
1760381750.809963,1055697,42005,2,AK,1,100,42003,RD
