LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,B%
1760380452.086822,466958.000,9947,1,B%,1,100,70
1760380457.085519,471957.000,10773,1,B%,1,100,70
1760380462.085217,476957.000,11607,1,B%,1,100,71
1760380467.083915,481956.000,12436,1,B%,1,100,71
1760380472.083613,486956.000,13263,1,B%,1,100,70
1760380477.082311,491955.000,14109,1,B%,1,100,70
1760380482.082009,496955.000,14948,1,B%,1,100,70
1760380487.080707,501954.000,15782,1,B%,1,100,70
1760380492.080405,506954.000,16616,1,B%,1,100,70
1760380497.079103,511953.000,17468,1,B%,1,100,69
1760380502.078800,516953.000,18296,1,B%,1,100,69
1760380507.077498,521952.000,19131,1,B%,1,100,70
1760380512.077196,526952.000,19965,1,B%,1,100,70
1760380517.075894,531951.000,20801,1,B%,1,100,69
1760380522.075592,536951.000,21647,1,B%,1,100,71
1760380527.074290,541950.000,22487,1,B%,1,100,71
1760380532.073988,546950.000,23316,1,B%,1,100,70
1760380537.072686,551949.000,24149,1,B%,1,100,71
1760380542.072384,556949.000,25002,1,B%,1,100,70
1760380547.071081,561948.000,25834,1,B%,1,100,69
1760380552.070779,566948.000,26663,1,B%,1,100,69
1760380557.069477,571947.000,27503,1,B%,1,100,69
1760380562.069175,576947.000,28342,1,B%,1,100,70
1760380567.067873,581946.000,29175,1,B%,1,100,69
1760380572.067571,586946.000,30003,1,B%,1,100,69
