LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MY
1760382196.575215,1501462.000,50501,1,MY,1,100, 5
1760382196.615214,1501502.000,50518,2,MY,1,100, 6
1760382196.655213,1501542.000,50518,2,MY,1,100, 5
1760382196.695213,1501582.000,50535,3,MY,1,100, 5
1760382196.735212,1501622.000,50535,3,MY,1,100, 5
1760382196.775211,1501662.000,50535,3,MY,1,100, 5
1760382196.815210,1501702.000,50551,2,MY,1,100, 5
1760382196.855210,1501742.000,50551,2,MY,1,100, 5
1760382196.895209,1501782.000,50568,3,MY,1,100, 8
1760382196.935208,1501822.000,50568,3,MY,1,100, 5
1760382196.975207,1501862.000,50568,3,MY,1,100, 5
1760382197.015206,1501902.000,50587,2,MY,1,100, 6
1760382197.055206,1501942.000,50587,2,MY,1,100, 5
1760382197.095205,1501982.000,50604,3,MY,1,100, 7
1760382197.135204,1502022.000,50604,3,MY,1,100, 3
1760382197.175203,1502062.000,50604,3,MY,1,100, 4
1760382197.215203,1502102.000,50620,2,MY,1,100, 6
1760382197.255202,1502142.000,50620,2,MY,1,100, 5
1760382197.295201,1502182.000,50636,3,MY,1,100, 7
1760382197.335200,1502222.000,50636,3,MY,1,100, 4
1760382197.375200,1502262.000,50636,3,MY,1,100, 6
1760382197.415199,1502302.000,50652,3,MY,1,100, 4
1760382197.455198,1502342.000,50652,3,MY,1,100, 5
1760382197.495197,1502382.000,50652,3,MY,1,100, 6
1760382197.535196,1502422.000,50669,2,MY,1,100, 5
1760382197.575196,1502462.000,50669,2,MY,1,100, 5
1760382197.615195,1502502.000,50686,3,MY,1,100, 5
1760382197.655194,1502542.000,50686,3,MY,1,100, 5
1760382197.695193,1502582.000,50686,3,MY,1,100, 5
1760382197.735193,1502622.000,50702,2,MY,1,100, 6
1760382197.775192,1502662.000,50702,2,MY,1,100, 4
1760382197.815191,1502702.000,50717,3,MY,1,100, 5
1760382197.855190,1502742.000,50717,3,MY,1,100, 5
1760382197.895189,1502782.000,50717,3,MY,1,100, 5
1760382197.935189,1502822.000,50735,2,MY,1,100, 7
1760382197.975188,1502862.000,50735,2,MY,1,100, 5
1760382198.015187,1502902.000,50751,3,MY,1,100, 6
1760382198.055186,1502942.000,50751,3,MY,1,100, 5
1760382198.095186,1502982.000,50751,3,MY,1,100, 5
1760382198.134685,1503021.500,50768,2,MY,1,100, 7
1760382198.174184,1503061.000,50768,2,MY,1,100, 5
1760382198.214183,1503101.000,50782,3,MY,1,100, 5
1760382198.254182,1503141.000,50782,3,MY,1,100, 5
1760382198.294182,1503181.000,50782,3,MY,1,100, 5
1760382198.329848,1503216.667,50800,3,MY,1,100, 6
1760382198.365514,1503252.333,50800,3,MY,1,100, 5
1760382198.401180,1503288.000,50800,3,MY,1,100, 5
1760382198.441179,1503328.000,50818,2,MY,1,100, 5
1760382198.481178,1503368.000,50818,2,MY,1,100, 6
