LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,AZ
1760386111.740475,1977556.000,63543,1,AZ,1,100,0.465
1760386111.780141,1977595.667,63558,3,AZ,1,100,0.540
1760386111.819807,1977635.333,63558,3,AZ,1,100,0.383
1760386111.859473,1977675.000,63558,3,AZ,1,100,0.240
1760386111.899472,1977715.000,63575,2,AZ,1,100,0.265
1760386111.939472,1977755.000,63575,2,AZ,1,100,0.255
1760386111.979471,1977795.000,63593,3,AZ,1,100,0.365
1760386112.019471,1977835.000,63593,3,AZ,1,100,0.064
1760386112.059470,1977875.000,63593,3,AZ,1,100,0.391
1760386112.099469,1977915.000,63611,2,AZ,1,100,0.297
1760386112.139469,1977955.000,63611,2,AZ,1,100,0.084
1760386112.179468,1977995.000,63626,3,AZ,1,100,0.341
1760386112.219468,1978035.000,63626,3,AZ,1,100,0.281
1760386112.259467,1978075.000,63626,3,AZ,1,100,-0.108
1760386112.299467,1978115.000,63644,2,AZ,1,100,-0.111
1760386112.339466,1978155.000,63644,2,AZ,1,100,-0.092
1760386112.379465,1978195.000,63660,3,AZ,1,100,-0.186
1760386112.419465,1978235.000,63660,3,AZ,1,100,0.010
1760386112.459464,1978275.000,63660,3,AZ,1,100,0.649
1760386112.499464,1978315.000,63678,2,AZ,1,100,0.581
1760386112.539463,1978355.000,63678,2,AZ,1,100,0.433
1760386112.579463,1978395.000,63693,3,AZ,1,100,0.539
1760386112.619462,1978435.000,63693,3,AZ,1,100,0.530
1760386112.659461,1978475.000,63693,3,AZ,1,100,0.370
1760386112.699461,1978515.000,63711,2,AZ,1,100,0.279
1760386112.739460,1978555.000,63711,2,AZ,1,100,0.061
1760386112.779459,1978595.000,63728,3,AZ,1,100,0.135
1760386112.819459,1978635.000,63728,3,AZ,1,100,0.384
1760386112.859458,1978675.000,63728,3,AZ,1,100,0.536
1760386112.895458,1978711.000,63745,3,AZ,1,100,0.576
1760386112.931457,1978747.000,63745,3,AZ,1,100,0.278
1760386112.967457,1978783.000,63745,3,AZ,1,100,0.071
1760386113.007456,1978823.000,63761,2,AZ,1,100,0.002
1760386113.047456,1978863.000,63761,2,AZ,1,100,0.219
1760386113.087455,1978903.000,63777,3,AZ,1,100,0.143
1760386113.127455,1978943.000,63777,3,AZ,1,100,-0.060
1760386113.167454,1978983.000,63777,3,AZ,1,100,-0.059
1760386113.207453,1979023.000,63793,2,AZ,1,100,0.077
1760386113.247453,1979063.000,63793,2,AZ,1,100,0.325
1760386113.287452,1979103.000,63810,3,AZ,1,100,0.615
1760386113.327452,1979143.000,63810,3,AZ,1,100,0.621
1760386113.367451,1979183.000,63810,3,AZ,1,100,0.498
1760386113.407450,1979223.000,63827,2,AZ,1,100,0.420
1760386113.447450,1979263.000,63827,2,AZ,1,100,0.372
1760386113.487449,1979303.000,63846,3,AZ,1,100,0.278
1760386113.527449,1979343.000,63846,3,AZ,1,100,0.159
1760386113.567448,1979383.000,63846,3,AZ,1,100,0.173
1760386113.607448,1979423.000,63862,3,AZ,1,100,0.308
1760386113.647447,1979463.000,63862,3,AZ,1,100,0.422
1760386113.687446,1979503.000,63862,3,AZ,1,100,0.602
1760386113.727446,1979543.000,63879,2,AZ,1,100,0.227
1760386113.767445,1979583.000,63879,2,AZ,1,100,0.091
1760386113.807445,1979623.000,63900,3,AZ,1,100,0.144
1760386113.847444,1979663.000,63900,3,AZ,1,100,0.285
1760386113.887444,1979703.000,63900,3,AZ,1,100,0.056
1760386113.927443,1979743.000,63915,2,AZ,1,100,-0.014
1760386113.967442,1979783.000,63915,2,AZ,1,100,-0.199
1760386114.007108,1979822.667,63931,3,AZ,1,100,-0.057
1760386114.046775,1979862.333,63931,3,AZ,1,100,0.136
1760386114.086441,1979902.000,63931,3,AZ,1,100,0.685
1760386114.126440,1979942.000,63949,2,AZ,1,100,0.671
1760386114.166440,1979982.000,63949,2,AZ,1,100,0.486
1760386114.206439,1980022.000,63965,3,AZ,1,100,0.419
1760386114.246438,1980062.000,63965,3,AZ,1,100,0.375
1760386114.286438,1980102.000,63965,3,AZ,1,100,0.341
1760386114.326437,1980142.000,63982,2,AZ,1,100,0.282
1760386114.366436,1980182.000,63982,2,AZ,1,100,0.214
1760386114.406436,1980222.000,63999,3,AZ,1,100,0.233
1760386114.446435,1980262.000,63999,3,AZ,1,100,0.444
1760386114.486435,1980302.000,63999,3,AZ,1,100,0.468
1760386114.526434,1980342.000,64016,2,AZ,1,100,0.496
1760386114.566434,1980382.000,64016,2,AZ,1,100,0.226
1760386114.606433,1980422.000,64032,3,AZ,1,100,0.036
1760386114.646433,1980462.000,64032,3,AZ,1,100,0.165
1760386114.686432,1980502.000,64032,3,AZ,1,100,0.109
1760386114.726431,1980542.000,64050,2,AZ,1,100,0.063
1760386114.766431,1980582.000,64050,2,AZ,1,100,-0.042
1760386114.806430,1980622.000,64066,3,AZ,1,100,-0.221
1760386114.846430,1980662.000,64066,3,AZ,1,100,-0.073
1760386114.886429,1980702.000,64066,3,AZ,1,100,0.139
1760386114.926429,1980742.000,64083,3,AZ,1,100,0.626
1760386114.966428,1980782.000,64083,3,AZ,1,100,0.773
1760386115.006427,1980822.000,64083,3,AZ,1,100,0.610
1760386115.046427,1980862.000,64099,2,AZ,1,100,0.475
1760386115.086426,1980902.000,64099,2,AZ,1,100,0.385
1760386115.126426,1980942.000,64119,3,AZ,1,100,0.285
1760386115.166425,1980982.000,64119,3,AZ,1,100,0.246
1760386115.206424,1981022.000,64119,3,AZ,1,100,0.219
1760386115.246424,1981062.000,64135,2,AZ,1,100,0.193
1760386115.286423,1981102.000,64135,2,AZ,1,100,0.355
1760386115.326423,1981142.000,64152,3,AZ,1,100,0.539
1760386115.366422,1981182.000,64152,3,AZ,1,100,0.485
1760386115.406421,1981222.000,64152,3,AZ,1,100,-0.003
1760386115.446421,1981262.000,64171,2,AZ,1,100,0.085
1760386115.486420,1981302.000,64171,2,AZ,1,100,0.255
1760386115.526420,1981342.000,64190,3,AZ,1,100,0.284
1760386115.566419,1981382.000,64190,3,AZ,1,100,0.194
1760386115.606419,1981422.000,64190,3,AZ,1,100,-0.173
1760386115.646418,1981462.000,64204,2,AZ,1,100,-0.243
1760386115.686418,1981502.000,64204,2,AZ,1,100,-0.112
1760386115.726417,1981542.000,64222,3,AZ,1,100,0.360
1760386115.766416,1981582.000,64222,3,AZ,1,100,0.605
1760386115.806416,1981622.000,64222,3,AZ,1,100,0.566
1760386115.846415,1981662.000,64238,2,AZ,1,100,0.448
1760386115.886415,1981702.000,64238,2,AZ,1,100,0.378
1760386115.926414,1981742.000,64259,3,AZ,1,100,0.305
1760386115.966413,1981782.000,64259,3,AZ,1,100,0.278
1760386116.006413,1981822.000,64259,3,AZ,1,100,0.221
1760386116.046412,1981862.000,64273,2,AZ,1,100,0.187
1760386116.086412,1981902.000,64273,2,AZ,1,100,0.322
1760386116.126411,1981942.000,64293,3,AZ,1,100,0.380
1760386116.166410,1981982.000,64293,3,AZ,1,100,0.668
1760386116.206410,1982022.000,64293,3,AZ,1,100,0.311
1760386116.246409,1982062.000,64312,3,AZ,1,100,0.092
1760386116.286409,1982102.000,64312,3,AZ,1,100,0.167
1760386116.326408,1982142.000,64312,3,AZ,1,100,0.108
1760386116.366408,1982182.000,64331,3,AZ,1,100,0.151
1760386116.406407,1982222.000,64331,3,AZ,1,100,-0.012
1760386116.446406,1982262.000,64331,3,AZ,1,100,-0.112
1760386116.486406,1982302.000,64348,3,AZ,1,100,-0.163
