TE0,TE1,TL0,TL1,TimeSyncsReceived,EmotiBitStartTime, EmotiBitEndTime, DataParserVersion
1997424.000000,2094603.000000,1760386131.608187,1760386228.785780,26,1.97756e+06,2.11024e+06,1.12.2
