LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1760381627.460252,932345.000,21034,2,EL,1,100,-10428.599609
1760381627.460252,932345.000,21034,2,EL,1,100,-10418.799805
1760381627.526251,932411.000,21053,1,EL,1,100,-10437.599609
1760381627.593250,932478.000,21067,2,EL,1,100,-10415.799805
1760381627.660248,932545.000,21067,2,EL,1,100,-10426.000000
1760381627.726247,932611.000,21085,1,EL,1,100,-10445.599609
1760381627.793246,932678.000,21101,2,EL,1,100,-10441.400391
1760381627.860245,932745.000,21101,2,EL,1,100,-10435.599609
1760381627.926243,932811.000,21123,1,EL,1,100,-10438.799805
1760381627.992742,932877.500,21138,2,EL,1,100,-10441.400391
1760381628.059241,932944.000,21138,2,EL,1,100,-10444.799805
1760381628.126240,933011.000,21155,1,EL,1,100,-10474.599609
1760381628.192739,933077.500,21173,2,EL,1,100,-10445.799805
1760381628.259237,933144.000,21173,2,EL,1,100,-10422.599609
1760381628.326236,933211.000,21190,1,EL,1,100,-10423.599609
1760381628.392735,933277.500,21206,2,EL,1,100,-10434.000000
1760381628.459234,933344.000,21206,2,EL,1,100,-10448.599609
1760381628.526232,933411.000,21222,2,EL,1,100,-10463.000000
1760381628.593231,933478.000,21222,2,EL,1,100,-10454.599609
1760381628.659230,933544.000,21238,1,EL,1,100,-10442.000000
1760381628.726228,933611.000,21258,2,EL,1,100,-10458.400391
1760381628.793227,933678.000,21258,2,EL,1,100,-10455.599609
1760381628.859226,933744.000,21274,1,EL,1,100,-10447.799805
1760381628.926225,933811.000,21289,2,EL,1,100,-10450.599609
1760381628.993224,933878.000,21289,2,EL,1,100,-10454.400391
1760381629.059222,933944.000,21306,1,EL,1,100,-10455.799805
1760381629.126221,934011.000,21325,2,EL,1,100,-10450.400391
1760381629.193220,934078.000,21325,2,EL,1,100,-10446.799805
1760381629.259219,934144.000,21341,1,EL,1,100,-10452.000000
1760381629.326217,934211.000,21359,2,EL,1,100,-10478.200195
1760381629.393216,934278.000,21359,2,EL,1,100,-10479.599609
1760381629.459215,934344.000,21377,1,EL,1,100,-10441.799805
1760381629.526214,934411.000,21394,2,EL,1,100,-10441.599609
1760381629.593212,934478.000,21394,2,EL,1,100,-10456.400391
1760381629.659211,934544.000,21410,1,EL,1,100,-10457.200195
1760381629.726210,934611.000,21426,2,EL,1,100,-10464.000000
1760381629.793209,934678.000,21426,2,EL,1,100,-10467.799805
1760381629.859208,934744.000,21444,1,EL,1,100,-10457.400391
1760381629.926206,934811.000,21463,2,EL,1,100,-10465.599609
1760381629.993205,934878.000,21463,2,EL,1,100,-10482.400391
1760381630.059204,934944.000,21482,1,EL,1,100,-10457.799805
1760381630.126203,935011.000,21497,2,EL,1,100,-10473.200195
1760381630.193201,935078.000,21497,2,EL,1,100,-10478.000000
1760381630.259200,935144.000,21513,1,EL,1,100,-10480.799805
1760381630.326199,935211.000,21533,2,EL,1,100,-10472.799805
1760381630.393198,935278.000,21533,2,EL,1,100,-10472.599609
1760381630.459196,935344.000,21549,1,EL,1,100,-10474.200195
1760381630.526195,935411.000,21565,2,EL,1,100,-10473.599609
1760381630.593194,935478.000,21565,2,EL,1,100,-10503.400391
1760381630.659193,935544.000,21584,1,EL,1,100,-10484.200195
1760381630.726192,935611.000,21602,2,EL,1,100,-10460.400391
1760381630.793190,935678.000,21602,2,EL,1,100,-10469.599609
1760381630.859689,935744.500,21618,2,EL,1,100,-10477.000000
1760381630.926188,935811.000,21618,2,EL,1,100,-10481.400391
1760381630.993186,935878.000,21635,1,EL,1,100,-10489.000000
1760381631.059685,935944.500,21652,2,EL,1,100,-10498.000000
1760381631.126184,936011.000,21652,2,EL,1,100,-10478.200195
1760381631.193183,936078.000,21669,1,EL,1,100,-10497.400391
1760381631.259681,936144.500,21687,2,EL,1,100,-10492.000000
1760381631.326180,936211.000,21687,2,EL,1,100,-10486.799805
1760381631.392179,936277.000,21705,1,EL,1,100,-10502.400391
1760381631.459178,936344.000,21719,2,EL,1,100,-10511.599609
1760381631.526177,936411.000,21719,2,EL,1,100,-10505.799805
1760381631.592175,936477.000,21736,1,EL,1,100,-10508.200195
1760381631.659174,936544.000,21755,2,EL,1,100,-10514.799805
1760381631.726173,936611.000,21755,2,EL,1,100,-10510.400391
1760381631.792172,936677.000,21774,1,EL,1,100,-10514.200195
1760381631.859170,936744.000,21790,2,EL,1,100,-10532.400391
1760381631.926169,936811.000,21790,2,EL,1,100,-10495.799805
1760381631.992168,936877.000,21807,1,EL,1,100,-10492.200195
1760381632.059167,936944.000,21826,2,EL,1,100,-10503.799805
1760381632.126165,937011.000,21826,2,EL,1,100,-10514.400391
1760381632.192164,937077.000,21843,1,EL,1,100,-10520.799805
1760381632.259163,937144.000,21860,2,EL,1,100,-10526.599609
1760381632.326162,937211.000,21860,2,EL,1,100,-10516.799805
1760381632.392160,937277.000,21877,1,EL,1,100,-10518.799805
1760381632.459159,937344.000,21897,2,EL,1,100,-10536.400391
1760381632.526158,937411.000,21897,2,EL,1,100,-10515.599609
