ax_mean,ax_std,ax_max,ax_min,ax_range,ax_skew,ax_kurt,ax_zcr,ay_mean,ay_std,ay_max,ay_min,ay_range,ay_skew,ay_kurt,ay_zcr,az_mean,az_std,az_max,az_min,az_range,az_skew,az_kurt,az_zcr,sma,corr_axy,corr_axz,corr_ayz,activity_id,participant_id,n_samples,fs_est_hz,ax_f_dominant,ax_amp_dominant,ax_spectral_energy,ax_spectral_centroid,ax_bandwidth_5_95,ay_f_dominant,ay_amp_dominant,ay_spectral_energy,ay_spectral_centroid,ay_bandwidth_5_95,az_f_dominant,az_amp_dominant,az_spectral_energy,az_spectral_centroid,az_bandwidth_5_95
-0.0029009374497722,0.0049280796387848,0.0063765483744943,-0.0169373359267127,0.023313884301207,-0.7689333488230223,1.6854075123050445,0,-0.0006967450623896,0.0027537381425625,0.004701320634457,-0.0059258091771893,0.0106271298116463,-0.2143816346554794,-0.3521080778953838,0,0.0033074333813389,0.0054835131725849,0.0136010408839521,-0.006243470271458,0.0198445111554101,0.1746247624920417,-0.8948583378736719,0,0.2054392856907068,0.4664393882824353,-0.0766418527123926,0.0802478710764269,1,ll,,,,,,,,,,,,,,,,,
0.0010479068566103,0.008579709310275,0.0342325555791975,-0.0083861773231227,0.0426187329023202,2.8186473245279413,9.516206765144917,0,-0.0013842493321914,0.0051572988003405,0.004701320634457,-0.0230321661645207,0.0277334867989777,-3.213517108413986,13.426416774378596,0,-0.0029364809254724,0.0067440063352523,0.010416054857019,-0.0123349779110534,0.0227510327680724,0.4526045216491879,-0.5187877236530216,0,0.243716567311148,-0.7266515442395625,0.3537576855104358,-0.1049146098182392,1,ll,,,,,,,,,,,,,,,,,
-0.0141026044370302,0.0416282199176142,0.0677399575043689,-0.1108408067771763,0.1785807642815453,-0.5240752928222132,0.4738087566332138,6,-0.0059599514448455,0.0159053895720765,0.0209656933089188,-0.0383663311011978,0.0593320244101167,-0.584515609062424,-0.0096108484988448,0,-0.0184768747827082,0.0305855995470309,0.0484887857663818,-0.0872982878719159,0.1357870736382977,-0.499312149098974,0.5112651289080032,4,1.1300118423509953,-0.3820245639185169,0.5829737521103714,0.168654095698756,1,ll,,,,,,,,,,,,,,,,,
-0.0049771522626508,0.065800307419448,0.1500432086095905,-0.1108408067771763,0.260884015386767,0.4680188232099708,-0.1743122387086342,11,0.0030831662638765,0.025810679868998,0.0542588594630251,-0.0383663311011978,0.092625190564223,-0.1474942921727066,-0.5872237469997863,2,0.0056131388379377,0.0510093060299992,0.1031993880490099,-0.0872982878719159,0.1904976759209258,-0.0180851186525644,-0.5409001920721161,6,1.9701900698411443,0.0277942531434236,0.7033904369219588,0.2208599004253516,1,ll,,,,,,,,,,,,,,,,,
0.0141081694995118,0.0550040565968389,0.1500432086095905,-0.0964308732187994,0.2464740818283899,0.3129426166356043,0.2856171827791351,8,0.0057122209939665,0.0249106476036577,0.0542588594630251,-0.0368801745986552,0.0911390340616804,-0.0653667170658535,-0.6798002134979502,2,0.0153170359103588,0.0355253032449638,0.1031993880490099,-0.0506994972676509,0.1538988853166609,0.2743801160308725,0.8109522384519874,3,1.5826998847948348,-0.0255626594812381,0.6337784677312396,0.0734227114862222,1,ll,,,,,,,,,,,,,,,,,
0.004812564003403,0.0383698580943694,0.0796773242313537,-0.0505311483040883,0.130208472535442,0.6359980539479968,-0.1642270638516914,6,-0.0029257984847381,0.0152239349871687,0.0229541912712987,-0.0305693898850723,0.053523581156371,-0.0577572497794072,-0.793108333297023,0,-0.0044859046871717,0.0219458669369181,0.0356505316590603,-0.0506994972676509,0.0863500289267113,-0.2568552677020109,-0.157262526306988,2,0.9745706238958316,0.2194600272035967,0.7803294513789837,0.2476879378762242,1,ll,,,,,,,,,,,,,,,,,
-0.005387892517549,0.0164548032703052,0.0227737145808866,-0.0505311483040883,0.0733048628849749,-1.1514868362756547,1.804655145734648,2,-0.0026251476182408,0.0066604891349754,0.0095585627743428,-0.0172570031659861,0.026815565940329,-0.4838433364342083,0.0399751843384508,0,-0.0045414430436187,0.0060287837986604,0.0034253599163625,-0.0182752038839532,0.0217005638003158,-0.92171354832986,0.003587843929024,0,0.3712297476018701,0.3732818346457365,0.2845765270686961,0.0067621473856755,1,ll,,,,,,,,,,,,,,,,,
-0.0012839669884738,0.0026268763127494,0.0051694108471903,-0.0051740561815406,0.0103434670287309,0.6763628085481819,0.2799339926555295,0,-0.0003015025848396,0.0032425007638145,0.0054790722866836,-0.0075941089452039,0.0130731812318876,-0.2932737125929219,-0.3941210804510455,0,-0.0011335357549876,0.0030258313148814,0.0068466035420222,-0.0065479932270615,0.0133945967690838,0.4798536822111752,0.9860135983306986,0,0.1236029657134171,0.3629808378885901,0.3732768940481206,0.2927892061812643,1,ll,,,,,,,,,,,,,,,,,
-0.0012076963020214,0.0044753025236231,0.008775897147933,-0.0116446553300303,0.0204205524779633,0.2311024218253484,0.5998318742943285,0,0.0011421864595078,0.0025320975066227,0.0067418451969388,-0.0042531820123598,0.0109950272092987,-0.0682821725984761,0.1279340384629987,0,0.0018982117415998,0.0033440040117225,0.0085575964311127,-0.0030204711427461,0.0115780675738589,0.5137399124724678,-0.5081732680931244,0,0.1487823501757796,0.3023523590756484,0.404341215087691,0.3233812050528711,1,ll,,,,,,,,,,,,,,,,,
-0.0018959238151392,0.0054236346370322,0.008775897147933,-0.0129984000970274,0.0217742972449604,-0.0770459314087159,-0.1989190752799179,0,0.001771374668395,0.0040535499360342,0.0128506960548119,-0.0059624823859441,0.0188131784407561,0.6474299138932307,1.0525127965052556,0,0.0017719550452688,0.0038310434133096,0.0113984825673048,-0.0045480612729714,0.0159465438402763,0.7408773915305353,0.5064643334479753,0,0.1851086279880502,0.2747146712441373,0.2643837355717874,0.343701219792003,1,ll,,,,,,,,,,,,,,,,,
-0.0031799481154523,0.0071021788242756,0.008080366076206,-0.018373997520298,0.026454363596504,-0.2898155311431516,-0.4269178491303278,0,-0.0008495788356016,0.0060221719041309,0.0128506960548119,-0.0132732344892593,0.0261239305440713,0.3233954496942805,-0.1291025237022025,0,-0.0022685428866065,0.0104141702365906,0.0170292164629531,-0.020909037790282,0.0379382542532352,-0.0962791314710426,-0.3059614261397629,0,0.3119280229124285,0.0760017910902927,0.7403683208284215,0.0728440456654058,1,ll,,,,,,,,,,,,,,,,,
0.0012858598515973,0.0092689498298211,0.017929245387555,-0.018373997520298,0.036303242907853,-0.4511557553162431,-0.3842696262640483,0,-0.0041384266667002,0.0074697399811671,0.0085134526869367,-0.0224657859162293,0.0309792386031661,-0.2388195340957733,0.4116198570074711,0,-0.0080870304035608,0.0092304219995674,0.0170292164629531,-0.020909037790282,0.0379382542532352,0.9756398012631342,1.295825499323576,0,0.4078097126618051,0.1029115011216194,0.4965565029932834,-0.0615410424228752,1,ll,,,,,,,,,,,,,,,,,
0.0046587654017785,0.0249922342299025,0.0542940922544798,-0.0505737241364253,0.1048678163909051,-0.5630577911731158,0.5499617311533611,4,-0.0012735768002152,0.0178767725778005,0.0408066314589363,-0.0224657859162293,0.0632724173751656,1.1246998628480855,0.6121183578847935,0,-0.0025744795124215,0.0119477015609481,0.036349468891238,-0.0165418977927163,0.0528913666839543,1.635038228207519,3.8246684982990784,0,0.7293913372284868,-0.1039651011678606,-0.1056606595007526,-0.002258689234961,1,ll,,,,,,,,,,,,,,,,,
-0.0018619891202792,0.0301423100913302,0.0549187100194345,-0.0505737241364253,0.1054924341558598,0.2285975073090812,-0.8618763797808158,4,0.0046380530910755,0.0175323160332942,0.0408066314589363,-0.0188005309828244,0.0596071624417608,0.6096755774656725,-0.3947011676644774,0,0.0100380071614381,0.0160158859330973,0.0443624272185895,-0.0122079438231278,0.0565703710417173,0.9072597682262185,0.0072149563724321,0,0.9105602534958408,-0.0325926195214246,0.2780814410375412,0.0199867754842096,1,ll,,,,,,,,,,,,,,,,,
