ax_spec_energy,ax_spec_entropy,ax_dom_freq,ax_spec_centroid,ax_spec_power,ax_spec_flatness,ax_spec_flux,ax_spec_rolloff,ay_spec_energy,ay_spec_entropy,ay_dom_freq,ay_spec_centroid,ay_spec_power,ay_spec_flatness,ay_spec_flux,ay_spec_rolloff,az_spec_energy,az_spec_entropy,az_dom_freq,az_spec_centroid,az_spec_power,az_spec_flatness,az_spec_flux,az_spec_rolloff,activity_id,participant_id
0.9999999999200737,3.2477913648600594,0.0,3.7667179580620584,0.08333333332667281,0.7694611050629906,0.005314732005812963,7.0,0.9999999996112434,3.134888195597612,5.0,4.810609569532587,0.08333333330093695,0.7083537796298676,0.0013039632592473465,7.0,0.9999999999369338,2.564779306644398,0.0,1.93694615922898,0.08333333332807781,0.32148591681985283,0.0035621600137669966,4.0,1,LL
0.9999999999552288,3.409668500279563,2.0,4.778028369282148,0.0833333333296024,0.8898502429691817,0.007688780173322064,9.0,0.9999999998881695,3.4721955617268594,6.0,5.2568284223634985,0.08333333332401412,0.9155311448511911,0.002202419998609913,9.0,0.999999999947337,3.023700985438254,1.0,2.8065400326495946,0.08333333332894476,0.6550832458492704,0.0023705022741974564,7.0,1,LL
0.9999999999984465,3.2000991157831975,3.0,3.4754949387939598,0.08333333333320388,0.705603436715319,0.15013352067937616,6.0,0.9999999999897922,3.1546918374683175,0.0,3.5889394032934514,0.08333333333248268,0.6386249753278491,0.03186035053842415,7.0,0.9999999999979691,3.054569869383763,0.0,3.1633260559524032,0.08333333333316409,0.6853262419591334,0.20738149555424107,6.0,1,LL
0.999999999999239,2.944011163155702,3.0,3.5521223562199697,0.08333333333326992,0.4706592904273431,0.27199497544275114,6.0,0.9999999999951261,3.1869374224232265,1.0,3.6883075795606604,0.08333333333292718,0.7405036463574124,0.13550719018179183,7.0,0.9999999999987493,2.776429405456698,3.0,2.8464041725741303,0.0833333333332291,0.45943043330200417,0.3389172874803102,4.0,1,LL
0.9999999999990286,3.191738808008734,2.0,3.6303002609609965,0.08333333333325238,0.73149649572884,0.4577634050614801,6.0,0.999999999995157,3.0595016517388713,4.0,3.3204067217098663,0.08333333333292975,0.5702965209932692,0.062352191910176324,6.0,0.9999999999980904,3.0651158789536135,2.0,2.9385203267547446,0.0833333333331742,0.6716029797937294,0.11382129561035641,6.0,1,LL
0.9999999999978053,3.1002046168581563,3.0,3.709181124648584,0.08333333333315045,0.6658229930435832,0.2127545372908693,6.0,0.9999999999865575,3.2393770434139113,4.0,4.480136294249176,0.08333333333221313,0.7958319588661128,0.04128932198487225,8.0,0.999999999993633,2.604341067481013,2.0,2.4983293617875035,0.08333333333280275,0.2916621064451272,0.06873723277918252,4.0,1,LL
0.9999999999899338,3.1116756164006456,5.0,3.667327959403201,0.08333333333249449,0.6326089329982583,0.02755137894454722,6.0,0.9999999999430744,3.221814889362489,6.0,4.286233305166447,0.08333333332858954,0.7500276450749239,0.005286504214899309,7.0,0.9999999999578949,2.8729678619160284,0.0,2.417245309981818,0.08333333332982458,0.594935393165161,0.0034822555855814254,6.0,1,LL
0.9999999996773613,3.245334377075059,0.0,3.3753360125562573,0.08333333330644678,0.739978100808817,0.0003980590138934774,6.0,0.9999999996876592,3.159847225696739,4.0,4.347188814352378,0.08333333330730493,0.6865308611554979,0.0015984419925411158,7.0,0.9999999997160092,3.4002620350932595,0.0,3.9498279612445324,0.08333333330966743,0.8656229685191477,0.0003485237900062234,8.0,1,LL
0.9999999998554873,3.0048633944871295,6.0,4.075575576380874,0.0833333333212906,0.4945036904495527,0.0022448680004257555,6.0,0.9999999996347552,2.9176485744064604,4.0,3.0733140138583277,0.08333333330289626,0.4784075158317001,0.0018054835408686115,7.0,0.9999999998216419,2.8730415410543237,0.0,2.654642271466053,0.08333333331847016,0.34545002903161226,0.0015667620398785102,5.0,1,LL
0.9999999999096691,2.9470008599567503,6.0,3.7231396070614955,0.08333333332580577,0.47831130062111793,0.006391045284817673,6.0,0.9999999998540382,3.2513580710361647,0.0,4.18788454736229,0.08333333332116985,0.7222893878435429,0.0027898087641844175,7.0,0.9999999998426946,3.111874215327913,0.0,3.007819069015503,0.08333333332022455,0.6502721820795124,0.0008785373757688608,6.0,1,LL
0.9999999999533775,2.9604735845199497,2.0,2.869025583417073,0.08333333332944813,0.5551417289168465,0.009282606388481546,6.0,0.9999999999117188,3.1159197323519923,5.0,4.071994894671862,0.08333333332597657,0.5706061242900214,0.0035879580178157,7.0,0.9999999999720295,2.3090916469849385,2.0,1.8234300088363729,0.08333333333100246,0.27978452510081436,0.014193027057052788,3.0,1,LL
